번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,Unnamed: 7
10242,9,2017,측면,문장,KETI_SL_0000010242.MP4,빨리 도와주세요,
10347,10,2017,정면,문장,KETI_SL_0000010347.MP4,빨리 도와주세요,
10452,10,2017,측면,문장,KETI_SL_0000010452.MP4,빨리 도와주세요,
244,1,2017,정면,단어,KETI_SL_0000000244.MP4,빌라,
663,1,2017,측면,단어,KETI_SL_0000000663.MP4,빌라,
1076,2,2017,정면,단어,KETI_SL_0000001076.MP4,빌라,
1495,2,2017,측면,단어,KETI_SL_0000001495.MP4,빌라,
1834,3,2017,정면,단어,KETI_SL_0000001834.MP4,빌라,
2253,3,2017,측면,단어,KETI_SL_0000002253.MP4,빌라,
2758,4,2017,정면,단어,KETI_SL_0000002758.MP4,빌라,
3177,4,2017,측면,단어,KETI_SL_0000003177.MP4,빌라,
3586,5,2017,정면,단어,KETI_SL_0000003586.MP4,빌라,
4007,5,2017,측면,단어,KETI_SL_0000004007.MP4,빌라,
4432,6,2017,정면,단어,KETI_SL_0000004432.MP4,빌라,
4851,6,2017,측면,단어,KETI_SL_0000004851.MP4,빌라,
5270,7,2017,정면,단어,KETI_SL_0000005270.MP4,빌라,
5687,7,2017,측면,단어,KETI_SL_0000005687.MP4,빌라,
6110,8,2017,정면,단어,KETI_SL_0000006110.MP4,빌라,
6529,8,2017,측면,단어,KETI_SL_0000006529.MP4,빌라,
6946,9,2017,정면,단어,KETI_SL_0000006946.MP4,빌라,
7365,9,2017,측면,단어,KETI_SL_0000007365.MP4,빌라,
7782,10,2017,정면,단어,KETI_SL_0000007782.MP4,빌라,
8201,10,2017,측면,단어,KETI_SL_0000008201.MP4,빌라,
8418,1,2017,정면,문장,KETI_SL_0000008418.MP4,비행기가 추락하고 있어요,
8523,1,2017,측면,문장,KETI_SL_0000008523.MP4,비행기가 추락하고 있어요,
8628,2,2017,정면,문장,KETI_SL_0000008628.MP4,비행기가 추락하고 있어요,
8733,2,2017,측면,문장,KETI_SL_0000008733.MP4,비행기가 추락하고 있어요,
8838,3,2017,정면,문장,KETI_SL_0000008838.MP4,비행기가 추락하고 있어요,
8943,3,2017,측면,문장,KETI_SL_0000008943.MP4,비행기가 추락하고 있어요,
9048,4,2017,정면,문장,KETI_SL_0000009048.MP4,비행기가 추락하고 있어요,
9153,4,2017,측면,문장,KETI_SL_0000009153.MP4,비행기가 추락하고 있어요,
9258,5,2017,정면,문장,KETI_SL_0000009258.MP4,비행기가 추락하고 있어요,
9363,5,2017,측면,문장,KETI_SL_0000009363.MP4,비행기가 추락하고 있어요,
9468,6,2017,정면,문장,KETI_SL_0000009468.MP4,비행기가 추락하고 있어요,
9572,6,2017,측면,문장,KETI_SL_0000009572.MP4,비행기가 추락하고 있어요,
9678,7,2017,정면,문장,KETI_SL_0000009678.MP4,비행기가 추락하고 있어요,
9783,7,2017,측면,문장,KETI_SL_0000009783.MP4,비행기가 추락하고 있어요,
9888,8,2017,정면,문장,KETI_SL_0000009888.MP4,비행기가 추락하고 있어요,
9993,8,2017,측면,문장,KETI_SL_0000009993.MP4,비행기가 추락하고 있어요,
10098,9,2017,정면,문장,KETI_SL_0000010098.MP4,비행기가 추락하고 있어요,
10203,9,2017,측면,문장,KETI_SL_0000010203.MP4,비행기가 추락하고 있어요,
10308,10,2017,정면,문장,KETI_SL_0000010308.MP4,비행기가 추락하고 있어요,
10413,10,2017,측면,문장,KETI_SL_0000010413.MP4,비행기가 추락하고 있어요,
243,1,2017,정면,단어,KETI_SL_0000000243.MP4,비상약,
662,1,2017,측면,단어,KETI_SL_0000000662.MP4,비상약,
1075,2,2017,정면,단어,KETI_SL_0000001075.MP4,비상약,
1494,2,2017,측면,단어,KETI_SL_0000001494.MP4,비상약,
1832,3,2017,정면,단어,KETI_SL_0000001832.MP4,비상약,
2251,3,2017,측면,단어,KETI_SL_0000002251.MP4,비상약,
2757,4,2017,정면,단어,KETI_SL_0000002757.MP4,비상약,
3176,4,2017,측면,단어,KETI_SL_0000003176.MP4,비상약,
3585,5,2017,정면,단어,KETI_SL_0000003585.MP4,비상약,
4006,5,2017,측면,단어,KETI_SL_0000004006.MP4,비상약,
4431,6,2017,정면,단어,KETI_SL_0000004431.MP4,비상약,
4850,6,2017,측면,단어,KETI_SL_0000004850.MP4,비상약,
5269,7,2017,정면,단어,KETI_SL_0000005269.MP4,비상약,
5686,7,2017,측면,단어,KETI_SL_0000005686.MP4,비상약,
6109,8,2017,정면,단어,KETI_SL_0000006109.MP4,비상약,
6528,8,2017,측면,단어,KETI_SL_0000006528.MP4,비상약,
6945,9,2017,정면,단어,KETI_SL_0000006945.MP4,비상약,
7364,9,2017,측면,단어,KETI_SL_0000007364.MP4,비상약,
7781,10,2017,정면,단어,KETI_SL_0000007781.MP4,비상약,
8200,10,2017,측면,단어,KETI_SL_0000008200.MP4,비상약,
242,1,2017,정면,단어,KETI_SL_0000000242.MP4,비닐하우스,
661,1,2017,측면,단어,KETI_SL_0000000661.MP4,비닐하우스,
1074,2,2017,정면,단어,KETI_SL_0000001074.MP4,비닐하우스,
1493,2,2017,측면,단어,KETI_SL_0000001493.MP4,비닐하우스,
1831,3,2017,정면,단어,KETI_SL_0000001831.MP4,비닐하우스,
2250,3,2017,측면,단어,KETI_SL_0000002250.MP4,비닐하우스,
2756,4,2017,정면,단어,KETI_SL_0000002756.MP4,비닐하우스,
3175,4,2017,측면,단어,KETI_SL_0000003175.MP4,비닐하우스,
3584,5,2017,정면,단어,KETI_SL_0000003584.MP4,비닐하우스,
4005,5,2017,측면,단어,KETI_SL_0000004005.MP4,비닐하우스,
4430,6,2017,정면,단어,KETI_SL_0000004430.MP4,비닐하우스,
4849,6,2017,측면,단어,KETI_SL_0000004849.MP4,비닐하우스,
5268,7,2017,정면,단어,KETI_SL_0000005268.MP4,비닐하우스,
5685,7,2017,측면,단어,KETI_SL_0000005685.MP4,비닐하우스,
6108,8,2017,정면,단어,KETI_SL_0000006108.MP4,비닐하우스,
6527,8,2017,측면,단어,KETI_SL_0000006527.MP4,비닐하우스,
6944,9,2017,정면,단어,KETI_SL_0000006944.MP4,비닐하우스,
7363,9,2017,측면,단어,KETI_SL_0000007363.MP4,비닐하우스,
7780,10,2017,정면,단어,KETI_SL_0000007780.MP4,비닐하우스,
8199,10,2017,측면,단어,KETI_SL_0000008199.MP4,비닐하우스,
241,1,2017,정면,단어,KETI_SL_0000000241.MP4,붕대,
660,1,2017,측면,단어,KETI_SL_0000000660.MP4,붕대,
1073,2,2017,정면,단어,KETI_SL_0000001073.MP4,붕대,
1492,2,2017,측면,단어,KETI_SL_0000001492.MP4,붕대,
1830,3,2017,정면,단어,KETI_SL_0000001830.MP4,붕대,
2249,3,2017,측면,단어,KETI_SL_0000002249.MP4,붕대,
2755,4,2017,정면,단어,KETI_SL_0000002755.MP4,붕대,
3174,4,2017,측면,단어,KETI_SL_0000003174.MP4,붕대,
3583,5,2017,정면,단어,KETI_SL_0000003583.MP4,붕대,
4004,5,2017,측면,단어,KETI_SL_0000004004.MP4,붕대,
4429,6,2017,정면,단어,KETI_SL_0000004429.MP4,붕대,
4848,6,2017,측면,단어,KETI_SL_0000004848.MP4,붕대,
5267,7,2017,정면,단어,KETI_SL_0000005267.MP4,붕대,
5684,7,2017,측면,단어,KETI_SL_0000005684.MP4,붕대,
6107,8,2017,정면,단어,KETI_SL_0000006107.MP4,붕대,
6526,8,2017,측면,단어,KETI_SL_0000006526.MP4,붕대,
6943,9,2017,정면,단어,KETI_SL_0000006943.MP4,붕대,
7362,9,2017,측면,단어,KETI_SL_0000007362.MP4,붕대,
7779,10,2017,정면,단어,KETI_SL_0000007779.MP4,붕대,
8198,10,2017,측면,단어,KETI_SL_0000008198.MP4,붕대,
211,1,2017,정면,단어,KETI_SL_0000000211.MP4,붕괴,
630,1,2017,측면,단어,KETI_SL_0000000630.MP4,붕괴,
1072,2,2017,정면,단어,KETI_SL_0000001072.MP4,붕괴,
1491,2,2017,측면,단어,KETI_SL_0000001491.MP4,붕괴,
1829,3,2017,정면,단어,KETI_SL_0000001829.MP4,붕괴,
2248,3,2017,측면,단어,KETI_SL_0000002248.MP4,붕괴,
2725,4,2017,정면,단어,KETI_SL_0000002725.MP4,붕괴,
3144,4,2017,측면,단어,KETI_SL_0000003144.MP4,붕괴,
3765,5,2017,정면,단어,KETI_SL_0000003765.MP4,붕괴,
4184,5,2017,측면,단어,KETI_SL_0000004184.MP4,붕괴,
4399,6,2017,정면,단어,KETI_SL_0000004399.MP4,붕괴,
4818,6,2017,측면,단어,KETI_SL_0000004818.MP4,붕괴,
5237,7,2017,정면,단어,KETI_SL_0000005237.MP4,붕괴,
5653,7,2017,측면,단어,KETI_SL_0000005653.MP4,붕괴,
6077,8,2017,정면,단어,KETI_SL_0000006077.MP4,붕괴,
6496,8,2017,측면,단어,KETI_SL_0000006496.MP4,붕괴,
6913,9,2017,정면,단어,KETI_SL_0000006913.MP4,붕괴,
7332,9,2017,측면,단어,KETI_SL_0000007332.MP4,붕괴,
7778,10,2017,정면,단어,KETI_SL_0000007778.MP4,붕괴,
8197,10,2017,측면,단어,KETI_SL_0000008197.MP4,붕괴,
240,1,2017,정면,단어,KETI_SL_0000000240.MP4,불나다,
659,1,2017,측면,단어,KETI_SL_0000000659.MP4,불나다,
1071,2,2017,정면,단어,KETI_SL_0000001071.MP4,불나다,
1490,2,2017,측면,단어,KETI_SL_0000001490.MP4,불나다,
1828,3,2017,정면,단어,KETI_SL_0000001828.MP4,불나다,
2247,3,2017,측면,단어,KETI_SL_0000002247.MP4,불나다,
2754,4,2017,정면,단어,KETI_SL_0000002754.MP4,불나다,
3173,4,2017,측면,단어,KETI_SL_0000003173.MP4,불나다,
3582,5,2017,정면,단어,KETI_SL_0000003582.MP4,불나다,
4003,5,2017,측면,단어,KETI_SL_0000004003.MP4,불나다,
4428,6,2017,정면,단어,KETI_SL_0000004428.MP4,불나다,
4847,6,2017,측면,단어,KETI_SL_0000004847.MP4,불나다,
5266,7,2017,정면,단어,KETI_SL_0000005266.MP4,불나다,
5683,7,2017,측면,단어,KETI_SL_0000005683.MP4,불나다,
6106,8,2017,정면,단어,KETI_SL_0000006106.MP4,불나다,
6525,8,2017,측면,단어,KETI_SL_0000006525.MP4,불나다,
6942,9,2017,정면,단어,KETI_SL_0000006942.MP4,불나다,
7361,9,2017,측면,단어,KETI_SL_0000007361.MP4,불나다,
7777,10,2017,정면,단어,KETI_SL_0000007777.MP4,불나다,
8196,10,2017,측면,단어,KETI_SL_0000008196.MP4,불나다,
239,1,2017,정면,단어,KETI_SL_0000000239.MP4,불,
658,1,2017,측면,단어,KETI_SL_0000000658.MP4,불,
1070,2,2017,정면,단어,KETI_SL_0000001070.MP4,불,
1489,2,2017,측면,단어,KETI_SL_0000001489.MP4,불,
1827,3,2017,정면,단어,KETI_SL_0000001827.MP4,불,
2246,3,2017,측면,단어,KETI_SL_0000002246.MP4,불,
2753,4,2017,정면,단어,KETI_SL_0000002753.MP4,불,
3172,4,2017,측면,단어,KETI_SL_0000003172.MP4,불,
3581,5,2017,정면,단어,KETI_SL_0000003581.MP4,불,
4002,5,2017,측면,단어,KETI_SL_0000004002.MP4,불,
4427,6,2017,정면,단어,KETI_SL_0000004427.MP4,불,
4846,6,2017,측면,단어,KETI_SL_0000004846.MP4,불,
5265,7,2017,정면,단어,KETI_SL_0000005265.MP4,불,
5682,7,2017,측면,단어,KETI_SL_0000005682.MP4,불,
6105,8,2017,정면,단어,KETI_SL_0000006105.MP4,불,
6524,8,2017,측면,단어,KETI_SL_0000006524.MP4,불,
6941,9,2017,정면,단어,KETI_SL_0000006941.MP4,불,
7360,9,2017,측면,단어,KETI_SL_0000007360.MP4,불,
7776,10,2017,정면,단어,KETI_SL_0000007776.MP4,불,
8195,10,2017,측면,단어,KETI_SL_0000008195.MP4,불,
238,1,2017,정면,단어,KETI_SL_0000000238.MP4,부엌,
657,1,2017,측면,단어,KETI_SL_0000000657.MP4,부엌,
1069,2,2017,정면,단어,KETI_SL_0000001069.MP4,부엌,
1488,2,2017,측면,단어,KETI_SL_0000001488.MP4,부엌,
1826,3,2017,정면,단어,KETI_SL_0000001826.MP4,부엌,
2245,3,2017,측면,단어,KETI_SL_0000002245.MP4,부엌,
2752,4,2017,정면,단어,KETI_SL_0000002752.MP4,부엌,
3171,4,2017,측면,단어,KETI_SL_0000003171.MP4,부엌,
3580,5,2017,정면,단어,KETI_SL_0000003580.MP4,부엌,
4001,5,2017,측면,단어,KETI_SL_0000004001.MP4,부엌,
4426,6,2017,정면,단어,KETI_SL_0000004426.MP4,부엌,
4845,6,2017,측면,단어,KETI_SL_0000004845.MP4,부엌,
5264,7,2017,정면,단어,KETI_SL_0000005264.MP4,부엌,
5681,7,2017,측면,단어,KETI_SL_0000005681.MP4,부엌,
6104,8,2017,정면,단어,KETI_SL_0000006104.MP4,부엌,
6523,8,2017,측면,단어,KETI_SL_0000006523.MP4,부엌,
6940,9,2017,정면,단어,KETI_SL_0000006940.MP4,부엌,
7359,9,2017,측면,단어,KETI_SL_0000007359.MP4,부엌,
7775,10,2017,정면,단어,KETI_SL_0000007775.MP4,부엌,
8194,10,2017,측면,단어,KETI_SL_0000008194.MP4,부엌,
133,1,2017,정면,단어,KETI_SL_0000000133.MP4,부러지다,
552,1,2017,측면,단어,KETI_SL_0000000552.MP4,부러지다,
1068,2,2017,정면,단어,KETI_SL_0000001068.MP4,부러지다,
1487,2,2017,측면,단어,KETI_SL_0000001487.MP4,부러지다,
1825,3,2017,정면,단어,KETI_SL_0000001825.MP4,부러지다,
2244,3,2017,측면,단어,KETI_SL_0000002244.MP4,부러지다,
2647,4,2017,정면,단어,KETI_SL_0000002647.MP4,부러지다,
3066,4,2017,측면,단어,KETI_SL_0000003066.MP4,부러지다,
3764,5,2017,정면,단어,KETI_SL_0000003764.MP4,부러지다,
4183,5,2017,측면,단어,KETI_SL_0000004183.MP4,부러지다,
4322,6,2017,정면,단어,KETI_SL_0000004322.MP4,부러지다,
4741,6,2017,측면,단어,KETI_SL_0000004741.MP4,부러지다,
5160,7,2017,정면,단어,KETI_SL_0000005160.MP4,부러지다,
5680,7,2017,측면,단어,KETI_SL_0000005680.MP4,부러지다,
5999,8,2017,정면,단어,KETI_SL_0000005999.MP4,부러지다,
6418,8,2017,측면,단어,KETI_SL_0000006418.MP4,부러지다,
6837,9,2017,정면,단어,KETI_SL_0000006837.MP4,부러지다,
7256,9,2017,측면,단어,KETI_SL_0000007256.MP4,부러지다,
7774,10,2017,정면,단어,KETI_SL_0000007774.MP4,부러지다,
8193,10,2017,측면,단어,KETI_SL_0000008193.MP4,부러지다,
237,1,2017,정면,단어,KETI_SL_0000000237.MP4,볼,
656,1,2017,측면,단어,KETI_SL_0000000656.MP4,볼,
1067,2,2017,정면,단어,KETI_SL_0000001067.MP4,볼,
1486,2,2017,측면,단어,KETI_SL_0000001486.MP4,볼,
1824,3,2017,정면,단어,KETI_SL_0000001824.MP4,볼,
2243,3,2017,측면,단어,KETI_SL_0000002243.MP4,볼,
2751,4,2017,정면,단어,KETI_SL_0000002751.MP4,볼,
3170,4,2017,측면,단어,KETI_SL_0000003170.MP4,볼,
3579,5,2017,정면,단어,KETI_SL_0000003579.MP4,볼,
4000,5,2017,측면,단어,KETI_SL_0000004000.MP4,볼,
4425,6,2017,정면,단어,KETI_SL_0000004425.MP4,볼,
4844,6,2017,측면,단어,KETI_SL_0000004844.MP4,볼,
5263,7,2017,정면,단어,KETI_SL_0000005263.MP4,볼,
5679,7,2017,측면,단어,KETI_SL_0000005679.MP4,볼,
6103,8,2017,정면,단어,KETI_SL_0000006103.MP4,볼,
6522,8,2017,측면,단어,KETI_SL_0000006522.MP4,볼,
6939,9,2017,정면,단어,KETI_SL_0000006939.MP4,볼,
7358,9,2017,측면,단어,KETI_SL_0000007358.MP4,볼,
7773,10,2017,정면,단어,KETI_SL_0000007773.MP4,볼,
8192,10,2017,측면,단어,KETI_SL_0000008192.MP4,볼,
8455,1,2017,정면,문장,KETI_SL_0000008455.MP4,복통이 심해요,
8560,1,2017,측면,문장,KETI_SL_0000008560.MP4,복통이 심해요,
8665,2,2017,정면,문장,KETI_SL_0000008665.MP4,복통이 심해요, 
8770,2,2017,측면,문장,KETI_SL_0000008770.MP4,복통이 심해요,
8875,3,2017,정면,문장,KETI_SL_0000008875.MP4,복통이 심해요,
8980,3,2017,측면,문장,KETI_SL_0000008980.MP4,복통이 심해요,
9085,4,2017,정면,문장,KETI_SL_0000009085.MP4,복통이 심해요,
9190,4,2017,측면,문장,KETI_SL_0000009190.MP4,복통이 심해요,
9295,5,2017,정면,문장,KETI_SL_0000009295.MP4,복통이 심해요,
9400,5,2017,측면,문장,KETI_SL_0000009400.MP4,복통이 심해요,
9505,6,2017,정면,문장,KETI_SL_0000009505.MP4,복통이 심해요,
9609,6,2017,측면,문장,KETI_SL_0000009609.MP4,복통이 심해요,
9715,7,2017,정면,문장,KETI_SL_0000009715.MP4,복통이 심해요,
9820,7,2017,측면,문장,KETI_SL_0000009820.MP4,복통이 심해요,
9925,8,2017,정면,문장,KETI_SL_0000009925.MP4,복통이 심해요,
10030,8,2017,측면,문장,KETI_SL_0000010030.MP4,복통이 심해요,
10135,9,2017,정면,문장,KETI_SL_0000010135.MP4,복통이 심해요,
10240,9,2017,측면,문장,KETI_SL_0000010240.MP4,복통이 심해요,
10345,10,2017,정면,문장,KETI_SL_0000010345.MP4,복통이 심해요,
10450,10,2017,측면,문장,KETI_SL_0000010450.MP4,복통이 심해요,
236,1,2017,정면,단어,KETI_SL_0000000236.MP4,복통,
655,1,2017,측면,단어,KETI_SL_0000000655.MP4,복통,
1066,2,2017,정면,단어,KETI_SL_0000001066.MP4,복통,
1485,2,2017,측면,단어,KETI_SL_0000001485.MP4,복통,
1822,3,2017,정면,단어,KETI_SL_0000001822.MP4,복통,
2242,3,2017,측면,단어,KETI_SL_0000002242.MP4,복통,
2750,4,2017,정면,단어,KETI_SL_0000002750.MP4,복통,
3169,4,2017,측면,단어,KETI_SL_0000003169.MP4,복통,
3578,5,2017,정면,단어,KETI_SL_0000003578.MP4,복통,
3999,5,2017,측면,단어,KETI_SL_0000003999.MP4,복통,
4424,6,2017,정면,단어,KETI_SL_0000004424.MP4,복통,
4843,6,2017,측면,단어,KETI_SL_0000004843.MP4,복통,
5262,7,2017,정면,단어,KETI_SL_0000005262.MP4,복통,
5678,7,2017,측면,단어,KETI_SL_0000005678.MP4,복통,
6102,8,2017,정면,단어,KETI_SL_0000006102.MP4,복통,
6521,8,2017,측면,단어,KETI_SL_0000006521.MP4,복통,
6938,9,2017,정면,단어,KETI_SL_0000006938.MP4,복통,
7357,9,2017,측면,단어,KETI_SL_0000007357.MP4,복통,
7772,10,2017,정면,단어,KETI_SL_0000007772.MP4,복통,
8191,10,2017,측면,단어,KETI_SL_0000008191.MP4,복통,
226,1,2017,정면,단어,KETI_SL_0000000226.MP4,복부,
645,1,2017,측면,단어,KETI_SL_0000000645.MP4,복부,
1065,2,2017,정면,단어,KETI_SL_0000001065.MP4,복부,
1484,2,2017,측면,단어,KETI_SL_0000001484.MP4,복부,
1821,3,2017,정면,단어,KETI_SL_0000001821.MP4,복부,
2240,3,2017,측면,단어,KETI_SL_0000002240.MP4,복부,
2740,4,2017,정면,단어,KETI_SL_0000002740.MP4,복부,
3159,4,2017,측면,단어,KETI_SL_0000003159.MP4,복부,
3763,5,2017,정면,단어,KETI_SL_0000003763.MP4,복부,
4182,5,2017,측면,단어,KETI_SL_0000004182.MP4,복부,
4414,6,2017,정면,단어,KETI_SL_0000004414.MP4,복부,
4837,6,2017,측면,단어,KETI_SL_0000004837.MP4,복부,
5252,7,2017,정면,단어,KETI_SL_0000005252.MP4,복부,
5668,7,2017,측면,단어,KETI_SL_0000005668.MP4,복부,
6092,8,2017,정면,단어,KETI_SL_0000006092.MP4,복부,
6511,8,2017,측면,단어,KETI_SL_0000006511.MP4,복부,
6928,9,2017,정면,단어,KETI_SL_0000006928.MP4,복부,
7347,9,2017,측면,단어,KETI_SL_0000007347.MP4,복부,
7771,10,2017,정면,단어,KETI_SL_0000007771.MP4,복부,
8190,10,2017,측면,단어,KETI_SL_0000008190.MP4,복부,
235,1,2017,정면,단어,KETI_SL_0000000235.MP4,보내주세요(구급차),
654,1,2017,측면,단어,KETI_SL_0000000654.MP4,보내주세요(구급차),
1064,2,2017,정면,단어,KETI_SL_0000001064.MP4,보내주세요(구급차),
1483,2,2017,측면,단어,KETI_SL_0000001483.MP4,보내주세요(구급차),
1820,3,2017,정면,단어,KETI_SL_0000001820.MP4,보내주세요(구급차),
2239,3,2017,측면,단어,KETI_SL_0000002239.MP4,보내주세요(구급차),
2749,4,2017,정면,단어,KETI_SL_0000002749.MP4,보내주세요(구급차),
3168,4,2017,측면,단어,KETI_SL_0000003168.MP4,보내주세요(구급차),
3577,5,2017,정면,단어,KETI_SL_0000003577.MP4,보내주세요(구급차),
3998,5,2017,측면,단어,KETI_SL_0000003998.MP4,보내주세요(구급차),
4423,6,2017,정면,단어,KETI_SL_0000004423.MP4,보내주세요(구급차),
4836,6,2017,측면,단어,KETI_SL_0000004836.MP4,보내주세요(구급차),
5261,7,2017,정면,단어,KETI_SL_0000005261.MP4,보내주세요(구급차),
5677,7,2017,측면,단어,KETI_SL_0000005677.MP4,보내주세요(구급차),
6101,8,2017,정면,단어,KETI_SL_0000006101.MP4,보내주세요(구급차),
6520,8,2017,측면,단어,KETI_SL_0000006520.MP4,보내주세요(구급차),
6937,9,2017,정면,단어,KETI_SL_0000006937.MP4,보내주세요(구급차),
7356,9,2017,측면,단어,KETI_SL_0000007356.MP4,보내주세요(구급차),
7770,10,2017,정면,단어,KETI_SL_0000007770.MP4,보내주세요(구급차),
8189,10,2017,측면,단어,KETI_SL_0000008189.MP4,보내주세요(구급차),
234,1,2017,정면,단어,KETI_SL_0000000234.MP4,보내주세요(경찰),
653,1,2017,측면,단어,KETI_SL_0000000653.MP4,보내주세요(경찰),
1063,2,2017,정면,단어,KETI_SL_0000001063.MP4,보내주세요(경찰),
1482,2,2017,측면,단어,KETI_SL_0000001482.MP4,보내주세요(경찰),
1819,3,2017,정면,단어,KETI_SL_0000001819.MP4,보내주세요(경찰),
2238,3,2017,측면,단어,KETI_SL_0000002238.MP4,보내주세요(경찰),
2748,4,2017,정면,단어,KETI_SL_0000002748.MP4,보내주세요(경찰),
3167,4,2017,측면,단어,KETI_SL_0000003167.MP4,보내주세요(경찰),
3576,5,2017,정면,단어,KETI_SL_0000003576.MP4,보내주세요(경찰),
3997,5,2017,측면,단어,KETI_SL_0000003997.MP4,보내주세요(경찰),
4422,6,2017,정면,단어,KETI_SL_0000004422.MP4,보내주세요(경찰),
4835,6,2017,측면,단어,KETI_SL_0000004835.MP4,보내주세요(경찰),
5260,7,2017,정면,단어,KETI_SL_0000005260.MP4,보내주세요(경찰),
5676,7,2017,측면,단어,KETI_SL_0000005676.MP4,보내주세요(경찰),
6100,8,2017,정면,단어,KETI_SL_0000006100.MP4,보내주세요(경찰),
6519,8,2017,측면,단어,KETI_SL_0000006519.MP4,보내주세요(경찰),
6936,9,2017,정면,단어,KETI_SL_0000006936.MP4,보내주세요(경찰),
7355,9,2017,측면,단어,KETI_SL_0000007355.MP4,보내주세요(경찰),
7769,10,2017,정면,단어,KETI_SL_0000007769.MP4,보내주세요(경찰),
8188,10,2017,측면,단어,KETI_SL_0000008188.MP4,보내주세요(경찰),
233,1,2017,정면,단어,KETI_SL_0000000233.MP4,보건소,
652,1,2017,측면,단어,KETI_SL_0000000652.MP4,보건소,
1062,2,2017,정면,단어,KETI_SL_0000001062.MP4,보건소,
1481,2,2017,측면,단어,KETI_SL_0000001481.MP4,보건소,
1818,3,2017,정면,단어,KETI_SL_0000001818.MP4,보건소,
2237,3,2017,측면,단어,KETI_SL_0000002237.MP4,보건소,
2747,4,2017,정면,단어,KETI_SL_0000002747.MP4,보건소,
3166,4,2017,측면,단어,KETI_SL_0000003166.MP4,보건소,
3575,5,2017,정면,단어,KETI_SL_0000003575.MP4,보건소,
3996,5,2017,측면,단어,KETI_SL_0000003996.MP4,보건소,
4421,6,2017,정면,단어,KETI_SL_0000004421.MP4,보건소,
4833,6,2017,측면,단어,KETI_SL_0000004833.MP4,보건소,
5258,7,2017,정면,단어,KETI_SL_0000005258.MP4,보건소,
5675,7,2017,측면,단어,KETI_SL_0000005675.MP4,보건소,
6099,8,2017,정면,단어,KETI_SL_0000006099.MP4,보건소,
6518,8,2017,측면,단어,KETI_SL_0000006518.MP4,보건소,
6935,9,2017,정면,단어,KETI_SL_0000006935.MP4,보건소,
7354,9,2017,측면,단어,KETI_SL_0000007354.MP4,보건소,
7768,10,2017,정면,단어,KETI_SL_0000007768.MP4,보건소,
8187,10,2017,측면,단어,KETI_SL_0000008187.MP4,보건소,
232,1,2017,정면,단어,KETI_SL_0000000232.MP4,병원,
651,1,2017,측면,단어,KETI_SL_0000000651.MP4,병원,
1061,2,2017,정면,단어,KETI_SL_0000001061.MP4,병원,
1480,2,2017,측면,단어,KETI_SL_0000001480.MP4,병원,
1817,3,2017,정면,단어,KETI_SL_0000001817.MP4,병원,
2236,3,2017,측면,단어,KETI_SL_0000002236.MP4,병원,
2746,4,2017,정면,단어,KETI_SL_0000002746.MP4,병원,
3165,4,2017,측면,단어,KETI_SL_0000003165.MP4,병원,
3574,5,2017,정면,단어,KETI_SL_0000003574.MP4,병원,
3995,5,2017,측면,단어,KETI_SL_0000003995.MP4,병원,
4420,6,2017,정면,단어,KETI_SL_0000004420.MP4,병원,
4842,6,2017,측면,단어,KETI_SL_0000004842.MP4,병원,
5259,7,2017,정면,단어,KETI_SL_0000005259.MP4,병원,
5674,7,2017,측면,단어,KETI_SL_0000005674.MP4,병원,
6098,8,2017,정면,단어,KETI_SL_0000006098.MP4,병원,
6517,8,2017,측면,단어,KETI_SL_0000006517.MP4,병원,
6934,9,2017,정면,단어,KETI_SL_0000006934.MP4,병원,
7353,9,2017,측면,단어,KETI_SL_0000007353.MP4,병원,
7767,10,2017,정면,단어,KETI_SL_0000007767.MP4,병원,
8186,10,2017,측면,단어,KETI_SL_0000008186.MP4,병원,
231,1,2017,정면,단어,KETI_SL_0000000231.MP4,벼락,
650,1,2017,측면,단어,KETI_SL_0000000650.MP4,벼락,
1060,2,2017,정면,단어,KETI_SL_0000001060.MP4,벼락,
1479,2,2017,측면,단어,KETI_SL_0000001479.MP4,벼락,
1816,3,2017,정면,단어,KETI_SL_0000001816.MP4,벼락,
2235,3,2017,측면,단어,KETI_SL_0000002235.MP4,벼락,
2745,4,2017,정면,단어,KETI_SL_0000002745.MP4,벼락,
3164,4,2017,측면,단어,KETI_SL_0000003164.MP4,벼락,
3573,5,2017,정면,단어,KETI_SL_0000003573.MP4,벼락,
3994,5,2017,측면,단어,KETI_SL_0000003994.MP4,벼락,
4419,6,2017,정면,단어,KETI_SL_0000004419.MP4,벼락,
4841,6,2017,측면,단어,KETI_SL_0000004841.MP4,벼락,
5257,7,2017,정면,단어,KETI_SL_0000005257.MP4,벼락,
5673,7,2017,측면,단어,KETI_SL_0000005673.MP4,벼락,
6097,8,2017,정면,단어,KETI_SL_0000006097.MP4,벼락,
6516,8,2017,측면,단어,KETI_SL_0000006516.MP4,벼락,
6933,9,2017,정면,단어,KETI_SL_0000006933.MP4,벼락,
7352,9,2017,측면,단어,KETI_SL_0000007352.MP4,벼락,
7766,10,2017,정면,단어,KETI_SL_0000007766.MP4,벼락,
8185,10,2017,측면,단어,KETI_SL_0000008185.MP4,벼락,
230,1,2017,정면,단어,KETI_SL_0000000230.MP4,범람,
